Month,Price,Wheat,Barley,Corn,Peanuts,Sugar,Coconut-oil,Palm-oil,Sunflower-oil,Chicken,Beef,Pork,Fish,Tea,Coffee
Feb-14,1026,0.29,0.17,0.21,1.32,0.0082,1.36,0.91,,0.0445,0.0924,1.9037,7.79,2.22,2.11
Mar-14,1041,0.32,0.18,0.22,1.3,0.0086,1.39,0.96,,0.0498,0.0963,2.4959,7.43,2.09,2.32
Apr-14,1123,0.32,0.18,0.22,1.24,0.0086,1.36,0.91,,0.0525,0.093,2.6528,7.56,2.09,2.33
May-14,1074,0.33,0.18,0.22,1.2,0.0088,1.4,0.89,,0.0564,0.0944,2.4354,7.07,1.96,2.27
Jun-14,1102,0.31,0.16,0.2,1.23,0.0088,1.4,0.86,,0.0562,0.0972,2.5413,6.19,1.91,2.18
Jul-14,987,0.28,0.14,0.18,1.26,0.0088,1.26,0.84,,0.054,0.1107,2.8367,6.39,2.1,2.24
Aug-14,953,0.26,0.12,0.18,1.26,0.0084,1.17,0.77,,0.05,0.1261,2.4074,5.93,2.03,2.21
Sep-14,1069,0.24,0.11,0.16,1.31,0.0077,1.18,0.71,,0.052,0.1323,2.2163,5.49,1.89,2.22
Oct-14,1126,0.25,0.11,0.16,1.34,0.0082,1.14,0.72,,0.052,0.1301,2.2465,5.37,1.91,2.31
Nov-14,1099,0.26,0.11,0.18,1.37,0.0079,1.19,0.73,,0.0509,0.1272,1.8995,5.75,1.9,2.27
Dec-14,1093,0.27,0.12,0.18,1.36,0.0075,1.22,0.69,,0.0489,0.1184,1.8256,6.15,1.88,2.2
Jan-15,1134,0.25,0.13,0.17,1.39,0.0075,1.15,0.72,,0.0489,0.1168,1.6094,5.95,2.32,2.16
Feb-15,1082,0.24,0.13,0.17,1.35,0.0071,1.16,0.72,,0.0448,0.1076,1.3633,5.58,2.42,2.17
Mar-15,1082,0.23,0.13,0.17,1.35,0.0064,1.09,0.7,,0.0474,0.1041,1.3605,5.14,2.72,2.03
Apr-15,1135,0.22,0.13,0.17,1.34,0.0064,1.08,0.68,,0.0509,0.1063,1.3444,5.12,2.77,2.03
May-15,1026,0.22,0.13,0.17,1.27,0.0064,1.13,0.7,,0.0518,0.0992,1.7046,5.12,3.09,1.93
Jun-15,1127,0.21,0.12,0.17,1.25,0.006,1.12,0.71,,0.0503,0.0979,1.7053,5.16,3.27,1.99
Jul-15,1049,0.2,0.12,0.18,1.27,0.0062,1.1,0.68,,0.0456,0.1025,1.6744,5.29,3.39,1.92
Aug-15,998,0.18,0.11,0.16,1.23,0.0055,1.03,0.6,,0.0401,0.1052,1.6663,5.45,3.17,1.89
Sep-15,1061,0.17,0.11,0.17,1.28,0.0057,1.05,0.6,,0.0373,0.101,1.5397,5.03,3.1,1.8
Oct-15,1135,0.17,0.12,0.17,1.28,0.0068,1.1,0.64,,0.0355,0.0935,1.5706,5.02,3.24,1.82
Nov-15,1075,0.18,0.12,0.17,1.31,0.0071,1.07,0.61,,0.0357,0.0888,1.2573,5.02,3.06,1.8
Dec-15,953,0.19,0.12,0.16,1.34,0.0071,1.15,0.61,,0.0384,0.0838,1.1709,5.79,3.03,1.75
Jan-16,998,0.19,0.12,0.16,1.31,0.0068,1.15,0.61,,0.0408,0.08,1.2017,6.45,2.72,1.65
Feb-16,968,0.19,0.11,0.16,1.28,0.0064,1.22,0.68,,0.039,0.0851,1.3876,6.14,2.48,1.63
Mar-16,961,0.19,0.11,0.16,1.28,0.0075,1.44,0.72,,0.0408,0.0888,1.3984,6.91,2.3,1.67
Apr-16,1032,0.19,0.11,0.16,1.29,0.0075,1.58,0.78,,0.0425,0.0873,1.4288,7.11,2.11,1.77
May-16,1040,0.17,0.11,0.17,1.2,0.0084,1.44,0.75,,0.0454,0.0891,1.6312,7.27,2.21,1.85
Jun-16,1099,0.17,0.11,0.18,1.2,0.0095,1.55,0.72,,0.0474,0.0906,1.7428,7.67,2.41,1.89
Jul-16,964,0.15,0.11,0.16,1.33,0.0095,1.52,0.68,,0.0432,0.0939,1.6757,8.01,2.43,2
Aug-16,1108,0.15,0.1,0.15,1.57,0.0097,1.58,0.77,,0.0384,0.0935,1.4365,7.06,2.31,2.02
Sep-16,959,0.15,0.09,0.15,1.55,0.0104,1.56,0.8,,0.0375,0.0908,1.2943,6.67,2.33,2.14
Oct-16,1099,0.15,0.09,0.15,1.55,0.0108,1.47,0.75,,0.0351,0.0891,1.1074,7.21,2.39,2.29
Nov-16,1013,0.15,0.09,0.15,1.56,0.0099,1.55,0.77,,0.0388,0.0948,1.0276,7.32,2.68,2.29
Dec-16,1017,0.14,0.09,0.15,1.6,0.009,1.73,0.81,,0.041,0.0913,1.1784,7.86,2.67,2.25
Jan-17,1039,0.15,0.09,0.16,1.64,0.0099,1.82,0.82,,0.0428,0.0897,1.353,8.64,3.05,2.39
Feb-17,1097,0.16,0.09,0.16,1.65,0.0099,1.69,0.81,,0.0428,0.0933,1.5823,7.88,3.06,2.35
Mar-17,1040,0.15,0.09,0.16,1.64,0.0088,1.54,0.78,,0.047,0.0959,1.5077,7.2,2.92,2.35
Apr-17,1014,0.17,0.09,0.16,1.6,0.0079,1.59,0.75,,0.0476,0.0972,1.3142,7.44,2.87,2.28
May-17,1101,0.18,0.09,0.16,1.59,0.0077,1.72,0.76,,0.0514,0.1014,1.5047,8.02,2.94,2.17
Jun-17,1049,0.19,0.09,0.16,1.59,0.0068,1.87,0.74,,0.0536,0.1032,1.8089,8.1,3.14,2.25
Jul-17,981,0.2,0.09,0.16,1.49,0.0071,1.64,0.72,,0.0518,0.103,,,2.99,2.31
Aug-17,1049,0.17,0.1,0.15,1.43,0.0071,1.84,0.72,,0.0483,0.0985,,,2.9,2.3
Sep-17,989,0.18,0.1,0.15,1.38,0.0071,1.6,0.76,,0.0465,0.0948,,,2.96,2.19
Oct-17,1098,0.18,0.1,0.15,1.32,0.0071,1.48,0.75,,0.0437,0.0937,,,3.06,2.17
Nov-17,1026,0.18,0.11,0.15,1.26,0.0073,1.55,0.73,,0.0432,0.0955,,,2.98,2.01
Dec-17,1060,0.18,0.12,0.15,1.23,0.0071,1.45,0.68,,0.0434,0.0944,,,2.79,1.93
Jan-18,1091,0.19,0.12,0.16,1.18,0.0068,1.39,0.7,,0.0456,0.0948,,,2.96,1.95
Feb-18,1089,0.19,0.13,0.16,1.16,0.0066,1.24,0.71,,0.0437,0.0959,,,2.99,1.97
Mar-18,1114,0.19,0.13,0.17,1.23,0.0062,1.12,0.71,,0.0485,0.0979,,,2.81,1.94
Apr-18,1071,0.21,0.13,0.18,1.38,0.006,1.13,0.7,,0.052,0.0966,,,2.69,1.95
May-18,969,0.21,0.13,0.18,1.45,0.006,1.03,0.69,,0.0584,0.0952,,,2.61,1.96
Jun-18,1073,0.22,0.13,0.17,1.5,0.0062,0.93,0.66,,0.06,0.0935,,,2.55,1.9
Jul-18,969,0.22,0.13,0.16,1.45,0.0057,0.92,0.62,,0.0558,0.0924,,,2.49,1.86
Aug-18,1019,0.24,0.13,0.16,1.41,0.0053,0.92,0.61,,0.0489,0.0906,,,2.4,1.78
Sep-18,1054,0.21,0.12,0.15,1.45,0.0055,0.9,0.61,,0.0448,0.0884,,,2.41,1.69
Oct-18,950,0.21,0.12,0.16,1.37,0.0064,0.83,0.59,,0.0448,0.0851,,,2.42,1.88
Nov-18,981,0.2,0.12,0.16,1.22,0.0062,0.76,0.54,,0.0448,0.0871,,,2.36,1.84
Dec-18,1092,0.21,0.12,0.17,1.21,0.0062,0.8,0.54,,0.0461,0.0924,,,2.3,1.71
Jan-19,1128,0.21,0.12,0.17,1.24,0.0062,0.77,0.58,,0.0474,0.0935,,,2.27,1.72
Feb-19,990,0.22,0.12,0.17,1.37,0.0064,0.71,0.6,,0.0461,0.0944,,,2.16,1.73
Mar-19,1079,0.21,0.12,0.17,1.38,0.0062,0.68,0.57,,0.0456,0.0988,,,2.13,1.7
Apr-19,1029,0.2,0.14,0.16,1.32,0.0062,0.67,0.59,,0.0461,0.1036,,,2.26,1.62
May-19,1034,0.2,0.15,0.17,1.31,0.006,0.66,0.56,,0.0461,0.1014,,,2.39,1.57
Jun-19,1045,0.21,0.15,0.2,1.32,0.0062,0.64,0.55,,0.0456,0.1021,,,2.19,1.63
Jul-19,1031,0.2,0.15,0.19,1.26,0.0062,0.66,0.54,,0.0439,0.1021,,,2.17,1.63
Aug-19,990,0.18,0.14,0.16,1.25,0.006,0.72,0.59,,0.0419,0.1014,,,2.13,1.56
Sep-19,999,0.19,0.11,0.16,1.32,0.0057,0.72,0.58,,0.0408,0.1025,,,2.21,1.56
Oct-19,1061,0.2,0.11,0.17,1.36,0.0062,0.72,0.59,,0.0408,0.1071,,,2.34,1.51
Nov-19,1040,0.2,0.11,0.17,1.4,0.0062,0.85,0.69,,0.0408,0.131,,,2.26,1.62
Dec-19,1024,0.21,0.11,0.17,1.53,0.0066,1.03,0.76,,0.0437,0.1226,,,2.21,1.61
Jan-20,1121,0.22,0.11,0.17,1.67,0.0068,1,0.81,,0.0456,0.1111,,,2.29,1.56
Feb-20,1146,0.22,0.11,0.17,1.72,0.0073,0.84,0.73,,0.0414,0.1041,,,2.11,1.5
Mar-20,974,0.21,0.11,0.16,1.87,0.0057,0.84,0.64,,0.0392,0.0985,,,1.99,1.49
Apr-20,1067,0.22,0.11,0.15,2.05,0.0051,0.83,0.61,,0.028,0.0981,,,2.1,1.41
May-20,995,0.21,0.08,0.14,2.05,0.0053,0.83,0.58,,0.0335,0.112,,,1.97,1.42
Jun-20,979,0.2,0.08,0.15,2.05,0.006,0.92,0.66,,0.0346,0.1124,,,1.86,1.42
Jul-20,1081,0.2,0.08,0.15,1.99,0.006,0.89,0.69,,0.0335,0.1036,,,1.78,1.49
Aug-20,974,0.2,0.08,0.15,1.3,0.0064,0.98,0.76,,0.0331,0.1021,,,2,1.6
Sep-20,1109,0.2,0.08,0.17,1.68,0.0062,1.03,0.8,,0.0324,0.1014,,,2.05,1.6
